"rq_dist"	"bp_dist"	"t_start_dist"	"t_run_dist"	"b_div"	"mean_SSR_day5"	"mean_SSR_day6"	"mean_SSR_day7"	"mean_SSR_day8"	"total_SSR"	"mean_SSR_day5_exsmall"	"mean_SSR_day6_exsmall"	"mean_SSR_day7_exsmall"	"mean_SSR_day8_exsmall"	"total_SSR_exsmall"
"1810"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"3"	"sample(c(2,3,4), families, replace = TRUE)"	10281.8945679342	10311.0217666731	3896.49435612515	3231.76655840324	27721.1772491357	5886.08434443932	8090.98905297157	3894.01546665145	3226.31266463942	21097.4015287018
"1811"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"3"	"rep(3, families)"	32903.7381639933	22057.7004504697	4674.62256125336	6857.85857148124	66493.9197471975	28888.2579897595	19694.0720367157	4672.14367177965	6852.40467771742	60106.8783759723
"1812"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"3"	"sample(c(2,3), families, replace = TRUE)"	19373.3933364071	15596.5106235163	9606.19318653451	6348.87468544668	50924.9718319046	14943.7222754738	13327.112676464	9603.71429706081	6343.42079168286	44217.9700406814
"1813"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.5, sdlog = 0.4)"	"sample(c(1,2,3,4), families, replace = TRUE)"	3814.9684595598	9934.68353909052	17633.6146890086	16070.7892113691	47454.0558990281	3441.09542818316	8294.83619507959	9583.11105819441	7560.46481316814	28879.5074946253
"1814"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.5, sdlog = 0.4)"	"sample(c(2,3,4), families, replace = TRUE)"	8738.16427236769	14434.7294226773	13188.1810407855	11550.6467545733	47911.7214904038	5050.65330995656	12305.9271756774	13185.7021513118	11547.4458967739	42089.7285337197
"1815"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.5, sdlog = 0.4)"	"rep(3, families)"	29037.6051590672	29644.994367617	19925.717927875	26012.1089217848	104620.426376344	24965.9033099566	27324.7311872138	19923.2390384013	26006.655028021	98220.5285635928
"1816"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.5, sdlog = 0.4)"	"sample(c(2,3), families, replace = TRUE)"	17316.5965383775	24189.7037278687	26501.6079413703	24978.5844005331	92986.4926081497	13279.7555267053	21985.8536308426	26499.1290518966	24973.1305067693	86737.8687162138
"1817"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.7, sdlog = 0.4)"	"sample(c(1,2,3,4), families, replace = TRUE)"	3413.49062704749	8420.47706294999	14627.2977749286	12453.2826723687	38914.5481372947	3170.00922128661	6518.18635239475	6657.29414411434	4343.53452358384	20689.0242413795
"1818"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.7, sdlog = 0.4)"	"sample(c(2,3,4), families, replace = TRUE)"	9256.47584872237	12582.8984053726	7738.67260623762	4889.26013617064	34467.3069965033	4964.74813754277	10289.3178416449	7736.19371676391	4883.80624240682	27874.0659383584
"1819"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.7, sdlog = 0.4)"	"rep(3, families)"	30204.5953068504	25002.1031772657	12589.0076264805	13373.5785621398	81169.2846727365	25915.8675956709	22919.6661636166	12586.5287370068	13368.124668376	74790.1871646702
"1820"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.7, sdlog = 0.4)"	"sample(c(2,3), families, replace = TRUE)"	16776.14210488	19350.278976951	17875.6747429898	14733.8612571421	68735.9570819629	12959.3269552768	17106.0636465741	17873.195853516	14728.4073633783	62666.9938187452
"1821"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"runif(1, min = 1, max = 4)"	"sample(c(1,2,3,4), families, replace = TRUE)"	3400.91796694897	7457.64761879686	11927.5504739839	9914.70070132711	32700.8167610568	3243.58064985804	5982.7045747335	4803.8395782124	2488.18737271975	16518.3121755237
"1822"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"runif(1, min = 1, max = 4)"	"sample(c(2,3,4), families, replace = TRUE)"	9496.45860734305	12432.8883109835	6348.86345194162	3308.711210435	31586.9215807032	5519.3392705477	10092.442513905	6346.38456246791	3303.25731667118	25261.4236635918
"1823"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"runif(1, min = 1, max = 4)"	"rep(3, families)"	32919.9783117766	23434.9201673024	7489.41091033118	7393.7014019343	71238.0107913444	28499.3072508433	21213.3874536008	7486.93202085748	7388.24750817048	64587.8742334721
"1824"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"runif(1, min = 1, max = 4)"	"sample(c(2,3), families, replace = TRUE)"	18190.0620556189	17793.5863969825	14670.2096057878	10519.2283753112	61173.0864337004	13763.3909946856	15524.1884499301	14667.7307163141	10513.7744815474	54469.0846424772
"1825"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"runif(1, min = 1, max = 3)"	"sample(c(1,2,3,4), families, replace = TRUE)"	3433.42658763862	8403.86064973551	15064.0168482529	13306.1250357503	40207.4291213773	3140.4143937004	6753.24377242621	7488.7154216672	5324.54152965577	22706.9151174496
"1826"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"runif(1, min = 1, max = 3)"	"sample(c(2,3,4), families, replace = TRUE)"	9013.1618093135	12412.3749391954	8427.16417168971	6409.27636690394	36261.9772871025	4852.8774478876	10094.1117587922	8424.685282216	6403.82247314012	29775.4969620359
"1827"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"runif(1, min = 1, max = 3)"	"rep(3, families)"	33105.7923511854	25844.8075558708	13032.3409598139	15779.4202249142	87762.3610917843	28776.2038025674	23601.0922254939	13029.8620703402	15773.9663311504	81181.1244295518
"1828"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"runif(1, min = 1, max = 3)"	"sample(c(2,3), families, replace = TRUE)"	17201.2443216288	19052.8226319065	18717.4064119056	17046.0886041762	72017.5619696171	13009.5991227644	16878.1551515557	18714.9275224319	17040.6347104124	65643.3165071645
"1829"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"runif(1, min = 1.5, max = 4)"	"sample(c(1,2,3,4), families, replace = TRUE)"	4611.12486350069	6428.61353384668	12214.7598756933	10154.1583145919	33408.6565876326	4223.66931980878	4658.0445065636	4459.03289805046	2250.90409387809	15591.6508183009
"1830"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"runif(1, min = 1.5, max = 4)"	"sample(c(2,3,4), families, replace = TRUE)"	10498.7849620229	10326.9668374649	4337.21736557185	1970.65469478811	27133.6238598477	5765.86636414375	8222.34720714042	4334.73847609814	1965.20080102428	20288.1528484066
"1831"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"runif(1, min = 1.5, max = 4)"	"rep(3, families)"	34245.1297896091	21729.091771917	5785.26617348908	5818.88788021548	67578.3756152306	30047.9845907447	19291.4155081367	5782.78728401537	5813.43398645166	60935.6213693485
"1832"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"runif(1, min = 1.5, max = 4)"	"sample(c(2,3), families, replace = TRUE)"	17807.3292969982	16053.2211636317	12071.8265648521	7506.46541407816	53438.8424395602	13353.2973986265	13903.2362999564	12069.3476753784	7501.01152031434	46826.8928942756
"1833"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"runif(1, min = 0.5, max = 4)"	"sample(c(1,2,3,4), families, replace = TRUE)"	3728.78126744158	8581.67029839833	14224.4842346677	11711.6037839988	38246.5395845063	3442.66069911912	7240.58370425631	7124.23611442473	4335.17277673657	22142.6532945367
"1834"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"runif(1, min = 0.5, max = 4)"	"sample(c(2,3,4), families, replace = TRUE)"	8604.36501128394	12125.0066906375	7426.88414469915	4436.56875363911	32592.8246002597	4926.35404887282	10217.5306103916	7424.40525522545	4431.11485987529	26999.4047743652
"1835"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"runif(1, min = 0.5, max = 4)"	"rep(3, families)"	31840.1827452741	26212.2620655719	10793.4678154144	11086.2228872216	79932.135513482	27839.5634084787	23941.8641185196	10790.9889259407	11080.7689934577	73653.1854463967
"1836"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.35, sdlog = 0.2)"	"runif(1, min = 0.5, max = 4)"	"sample(c(2,3), families, replace = TRUE)"	19330.0977699046	21096.0188825619	18445.879196431	14488.1740782538	73360.1699271514	14946.1483838482	18945.0340188866	18443.4003069573	14482.72018449	66817.3028941821
"1837"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rnorm(1, mean = 3, sd = 0.2)"	"sample(c(1,2,3,4), families, replace = TRUE)"	7064.11870586522	11185.115893574	12871.9097857248	8170.67524593243	39291.8196310964	6745.27646266592	9307.50779969417	6044.93831865325	1701.05530826389	23798.7778892772
"1838"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rnorm(1, mean = 3, sd = 0.2)"	"sample(c(2,3,4), families, replace = TRUE)"	8430.62855808197	15573.1583686658	7734.02269620613	1942.15656307395	33679.9661860278	6402.48951685311	14098.6998552789	7731.54380673242	1936.70266931013	30169.4358481745
"1839"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rnorm(1, mean = 3, sd = 0.2)"	"rep(3, families)"	21834.0226467519	31218.4189874387	11360.1936363771	6303.24717493757	70715.8824455053	19801.1052803999	29923.6040241305	11357.7147469034	6297.79328117375	67380.2173326075
"1840"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rnorm(1, mean = 3, sd = 0.2)"	"sample(c(2,3), families, replace = TRUE)"	14852.2849620229	21148.5399890119	12394.1099656618	4293.31279847797	52688.2477151745	12229.9858222718	19629.5336255987	12391.6310761881	4287.85890471415	48539.0094287728
"1841"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rlnorm(1, meanlog = 1, sdlog = 0.3)"	"sample(c(1,2,3,4), families, replace = TRUE)"	6787.27880438739	10868.6455212615	13856.5101006146	9018.43575504032	40530.8701813038	6686.80232473489	8707.54621081111	6611.41087825739	1851.91635450397	23857.6757683074
"1842"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rlnorm(1, meanlog = 1, sdlog = 0.3)"	"sample(c(2,3,4), families, replace = TRUE)"	8008.8157502002	14057.9049601708	7451.74086984535	1761.26784284976	31279.7294230661	5733.5683345871	12574.7638301084	7449.26198037165	1755.81394908594	27513.4080941531
"1843"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rlnorm(1, meanlog = 1, sdlog = 0.3)"	"rep(3, families)"	23053.4290506928	28987.2231300711	12941.9364388962	6649.27519922529	71631.8638188854	20767.8207976413	27569.129850035	12939.4575494225	6643.82130546146	67920.2295025603
"1844"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rlnorm(1, meanlog = 1, sdlog = 0.3)"	"sample(c(2,3), families, replace = TRUE)"	14596.6297896091	21297.2067430758	16690.0006539209	7140.84444256952	59724.6816291753	12031.5523247349	19979.2091630922	16687.5217644472	7135.3905488057	55833.67380108
"1845"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"3"	"sample(c(1,2,3,4), families, replace = TRUE)"	7211.69629207212	11165.8093912143	14153.6331325534	9554.76842668909	42085.9072425289	6794.87991094178	8685.7667142196	6190.62950173917	2121.25509808173	23792.5312249823
"1846"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"3"	"sample(c(2,3,4), families, replace = TRUE)"	8538.94382901793	15136.7215569196	7399.71118023672	2178.28430711879	33253.660873293	6013.22720158218	13500.119493454	7397.23229076301	2172.83041335497	29083.4093991542
"1847"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"3"	"rep(3, families)"	22992.6901344367	30354.7989035373	11046.345908082	5959.40060791281	70353.2355539687	20799.5252311388	28888.3403901504	11043.8670186083	5953.94671414899	66685.6793540465
"1848"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"3"	"sample(c(2,3), families, replace = TRUE)"	15393.5448142396	22286.1267745389	15272.0499116807	5982.24787554476	58933.969376004	12894.0498616807	20780.3030278011	15269.571022207	5976.79398178094	54920.7178934698
"1849"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.5, sdlog = 0.4)"	"sample(c(1,2,3,4), families, replace = TRUE)"	6995.02141522483	12691.1101253517	19611.2298487028	15362.5221632608	54659.88355254	6634.00922128661	9931.57623178646	10925.8218094315	6578.03919429846	34069.446456803
"1850"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.5, sdlog = 0.4)"	"sample(c(2,3,4), families, replace = TRUE)"	8904.10762212138	16607.6061924728	16524.5260700253	10742.1685901641	52778.4084747836	5933.25675823242	15169.8302957613	16522.0471805516	10737.6323750551	48362.7666096004
"1851"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.5, sdlog = 0.4)"	"rep(3, families)"	21967.246784683	33315.8092601183	25869.1625972408	23132.0243818502	104284.243023892	18877.1742459172	31644.0245799773	25866.6837077671	23126.5704880864	99514.453021748
"1852"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.5, sdlog = 0.4)"	"sample(c(2,3), families, replace = TRUE)"	13856.3600851756	25757.7621966679	28998.017747938	23143.4356382725	91755.5756680539	11282.7826203014	24082.2948998515	28995.5388584643	23137.9817445086	87498.5981231258
"1853"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.7, sdlog = 0.4)"	"sample(c(1,2,3,4), families, replace = TRUE)"	6906.76279453517	11322.5642417649	16817.7280493325	12557.6943958624	47604.749481495	6493.75060059696	9040.74324804236	8545.52221428978	4469.86392573237	28549.8799886615
"1854"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.7, sdlog = 0.4)"	"sample(c(2,3,4), families, replace = TRUE)"	8155.5842231066	15099.4251489489	11306.6333574747	4919.47206984649	39481.1147993767	5565.645920794	13561.2361688604	11304.154468001	4914.01817608267	35345.054733738
"1855"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.7, sdlog = 0.4)"	"rep(3, families)"	20668.8884102987	29383.2168374649	18243.8056471733	12466.8569367311	80762.7678316681	18041.2284331093	27982.8061741042	18241.3267576996	12461.4030429673	76726.7644078804
"1856"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.7, sdlog = 0.4)"	"sample(c(2,3), families, replace = TRUE)"	14443.260331481	23723.2115936264	21169.3809958013	13526.2698279035	72862.1227488122	12130.0129158679	22140.1573801871	21166.9021063276	13520.8159341397	68957.8883365222
"1857"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1, max = 4)"	"sample(c(1,2,3,4), families, replace = TRUE)"	6687.63348419035	10871.4587095153	15429.5820754234	10217.7978521912	43206.4721213202	6511.6262163605	9193.70706555678	8160.52007753764	3208.02541569033	27073.8787751453
"1858"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1, max = 4)"	"sample(c(2,3,4), families, replace = TRUE)"	8845.47954330365	15163.7361085714	9881.50717663798	3234.9879502762	37125.7107787892	6197.8195661142	13586.181895132	9879.02828716427	3229.53405651237	32892.5638049229
"1859"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1, max = 4)"	"rep(3, families)"	22688.8539275401	30158.8918505745	14372.3099206776	7778.36440987452	74998.4201086667	20134.7764626659	28716.615953863	14369.8310312039	7772.91051611069	70994.1339638435
"1860"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1, max = 4)"	"sample(c(2,3), families, replace = TRUE)"	15896.0164891165	24130.5677813559	19791.2577389412	10974.4272309861	70792.2692403996	13282.2173493654	22598.5614179427	19788.7788494675	10968.9733372223	66638.5309539979
"1861"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1, max = 3)"	"sample(c(1,2,3,4), families, replace = TRUE)"	6696.36377975685	11452.2325689804	18167.4837848251	13706.1668386461	50022.2469722085	6369.35158581863	9361.220175153	10315.3684805966	5651.58333255161	31697.5235741198
"1862"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1, max = 3)"	"sample(c(2,3,4), families, replace = TRUE)"	8358.79727729379	15625.3082113506	13083.3940412354	7245.76842668909	44313.2679565689	5774.85897498119	14129.4844646129	13080.9151517617	7240.31453292527	40225.573124281
"1863"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1, max = 3)"	"rep(3, families)"	22564.1187058652	29062.2493492636	18029.6630470833	14081.8459605518	83737.8770627639	19726.9328666068	27787.1170026307	18027.1841576096	14076.3920667879	79617.6260936351
"1864"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1, max = 3)"	"sample(c(2,3), families, replace = TRUE)"	14181.484469412	23024.9123015446	21287.9473475781	14964.5591786741	73458.9032972089	11929.5978912374	21682.0494882102	21285.4684581044	14959.1052849103	69856.2211224623
"1865"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1.5, max = 4)"	"sample(c(1,2,3,4), families, replace = TRUE)"	8140.88471571744	11351.2501358393	14601.8051973307	9136.07797830048	43230.018027188	7479.41931980878	9453.9594252841	7191.78042391641	2104.97018448996	26230.1293534992
"1866"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1.5, max = 4)"	"sample(c(2,3,4), families, replace = TRUE)"	8872.39579946128	16066.6223172762	9211.75818878372	2945.54773542332	37096.3240409445	6411.2616843408	14567.2985705384	9209.27929931002	2940.0938416595	33127.9333958487
"1867"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1.5, max = 4)"	"rep(3, families)"	21033.6716615302	26787.6752800449	14627.5388905381	6420.91368591375	68869.799518027	18364.3725217792	25368.0820000088	14625.0600010644	6415.45979214993	64772.9743150024
"1868"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1.5, max = 4)"	"sample(c(2,3), families, replace = TRUE)"	14186.1187058652	22910.136737832	17049.4898576996	7678.65095821641	61824.3962596132	12281.5055267053	21270.5346743664	17047.0109682259	7673.19706445259	58272.2482337502
"1869"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 0.5, max = 4)"	"sample(c(1,2,3,4), families, replace = TRUE)"	7034.5263413332	11866.7433188493	17727.0733034936	12074.7262734896	48703.0692371657	6733.15330995656	9795.77877504813	9818.06967267934	4247.88973143064	30594.8914891147
"1870"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 0.5, max = 4)"	"sample(c(2,3,4), families, replace = TRUE)"	8148.46230192434	16271.2456785766	12767.1619224769	5086.51457334953	42273.3844763274	5863.85404887282	14977.4307152684	12764.6830330032	5081.06067958571	38687.0284767301
"1871"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 0.5, max = 4)"	"rep(3, families)"	24350.1396418258	33709.3488510989	21637.0555347126	14234.1454701267	93930.6894977641	21573.0363148827	32118.1120209842	21634.5766452389	14228.6915763629	89554.4165574687
"1872"	"runif(1, min = 0.25, max = 1)"	"3.3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 0.5, max = 4)"	"sample(c(2,3), families, replace = TRUE)"	15017.0288043874	25899.9001096202	25769.4628671463	16159.4093655027	82845.8011466566	12847.724738528	24420.9415962332	25766.9839776726	16153.9554717389	79189.6057841727
"1873"	"runif(1, min = 0.25, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"rnorm(1, mean = 3, sd = 0.2)"	"sample(c(1,2,3,4), families, replace = TRUE)"	3270.6618093135	5068.64342372607	11498.6500016492	10164.4839801688	30002.4392148576	3055.59789123735	3563.06561301352	4038.2369016492	2750.47065156142	13407.3710574615
"1874"	"runif(1, min = 0.25, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"rnorm(1, mean = 3, sd = 0.2)"	"sample(c(2,3,4), families, replace = TRUE)"	12077.7430901017	8886.14827427668	4224.27078437527	2946.28454065452	28134.4466894081	6672.96858089252	6423.28939382107	4221.79189490156	2940.8306468907	20258.8805165059
"1875"	"runif(1, min = 0.25, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"rnorm(1, mean = 3, sd = 0.2)"	"rep(3, families)"	35051.2283117766	17724.0988510989	4671.54181451472	7426.88426041165	64873.7532378018	29679.3146400058	15187.1921206171	4669.06292504101	7421.43036664783	56957.0000523117
