"rq_dist"	"bp_dist"	"t_start_dist"	"t_run_dist"	"b_div"	"mean_SSR_day5"	"mean_SSR_day6"	"mean_SSR_day7"	"mean_SSR_day8"	"total_SSR"	"mean_SSR_day5_exsmall"	"mean_SSR_day6_exsmall"	"mean_SSR_day7_exsmall"	"mean_SSR_day8_exsmall"	"total_SSR_exsmall"
"267"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.5, sdlog = 0.4)"	"rep(3, families)"	20159.4672280327	28361.6255946752	20121.0195473082	16412.742504223	85054.8548742391	17664.1939503507	26687.1582978588	20118.5406578345	16407.2886104591	80877.1815165031
"268"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.5, sdlog = 0.4)"	"sample(c(2,3), families, replace = TRUE)"	12718.1728930573	21767.5818086238	22673.396965212	17678.6054187489	74837.757085642	10128.2345907447	20384.3537619385	22670.9180757383	17674.0692036399	70857.5756320614
"269"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.7, sdlog = 0.4)"	"sample(c(1,2,3,4), families, replace = TRUE)"	6190.81451867311	10111.2949706584	15060.4738882889	9395.15866489553	40757.742042516	6129.45133951321	9271.22987625421	9924.36454447421	4504.49622372396	29829.5419839656
"270"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.7, sdlog = 0.4)"	"sample(c(2,3,4), families, replace = TRUE)"	7859.60023295882	14702.72706295	10661.2444685858	4605.59771206975	37829.1694765643	5323.88360552306	13226.5859328877	10658.7655791121	4600.14381830593	33809.3789358287
"271"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.7, sdlog = 0.4)"	"rep(3, families)"	20201.9093462593	25530.3592076799	16232.8603030437	10032.8438587302	71997.9727157132	17595.1102065083	24017.3528442668	16230.38141357	10027.3899649664	67870.2344293115
"272"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.7, sdlog = 0.4)"	"sample(c(2,3), families, replace = TRUE)"	12546.3797896091	20622.7774037995	17004.7829301243	9774.7775345826	59948.7176581154	10157.3281868039	18971.4927236585	17002.3040406506	9769.32364081877	55900.4485919317
"273"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1, max = 4)"	"sample(c(1,2,3,4), families, replace = TRUE)"	6348.92289305734	10386.6351646805	12922.7779818561	7386.01013617064	37044.3461757646	6116.63730010435	9448.34838700408	7733.2058625129	2281.35376692807	25579.5453165494
"274"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1, max = 4)"	"sample(c(2,3,4), families, replace = TRUE)"	7610.82313936276	14386.9878128189	7792.04586309771	1981.04890310198	31770.9057183813	5351.57572374967	12949.7119161074	7789.56697362401	1975.59500933816	28066.4496228192
"275"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1, max = 4)"	"rep(3, families)"	21291.8120556189	23948.8928993422	11836.0487870743	5838.24624079465	62914.9999828301	18134.2961670994	22508.6170026307	11833.5698976006	5832.79234703082	58309.2754143616
"276"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1, max = 4)"	"sample(c(2,3), families, replace = TRUE)"	12910.8625482298	19608.8236806742	15064.8006989052	6303.65329357372	53888.1402213828	10344.2850833556	18275.6434840151	15062.3218094315	6298.1993998099	49980.449776612
"277"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1, max = 3)"	"sample(c(1,2,3,4), families, replace = TRUE)"	6379.27510980611	10565.3999785242	15262.3486071373	11057.3123314065	43264.3360268741	6240.21611783834	9415.6698343035	9741.11150803697	5285.67417795096	30682.6716381298
"278"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1, max = 3)"	"sample(c(2,3,4), families, replace = TRUE)"	7826.36870586522	14043.9566119799	11159.8436588692	6003.11172421361	39033.2807009279	5509.62129025213	12637.0459486192	11157.3647693955	5997.65783044979	35301.6898387166
"279"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1, max = 3)"	"rep(3, families)"	19543.8145186731	24746.2049077324	15793.1315581045	12988.7929479408	73071.9439324508	16765.71119173	23431.2073277487	15790.6526686308	12983.339054177	68970.9102422864
"280"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1, max = 3)"	"sample(c(2,3), families, replace = TRUE)"	13253.8379176879	20903.9659197932	17896.7037578346	11643.4559558811	63697.9635511967	10923.3688271979	19409.8247897309	17894.2248683609	11638.0020621172	59865.4205474069
"281"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1.5, max = 4)"	"sample(c(1,2,3,4), families, replace = TRUE)"	6616.73446941202	10140.4200362064	11057.8670506821	5980.97627348965	33795.9978297901	6369.0880390206	9252.95064185463	6402.27378873872	1543.88400980523	23568.1964794192
"282"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1.5, max = 4)"	"sample(c(2,3,4), families, replace = TRUE)"	8336.14333640709	13826.1497163323	6704.27640740721	1589.58276578297	30456.1522259295	5672.34419665607	12151.1824195159	6701.7975179335	1584.12887201915	26109.4530061246
"283"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1.5, max = 4)"	"rep(3, families)"	19666.0411196583	26009.0787934167	10715.1673205876	4464.51947759988	60854.8067112625	17206.4070045378	24739.4464467838	10712.6884311139	4459.06558383606	57117.6074662716
"284"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 1.5, max = 4)"	"sample(c(2,3), families, replace = TRUE)"	12656.8600851756	20201.7431877533	12871.5733034936	4619.25394747377	50349.4305238963	10801.4685808925	18632.188974314	12869.0944140199	4613.80005370995	46916.5520229363
"285"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 0.5, max = 4)"	"sample(c(1,2,3,4), families, replace = TRUE)"	6141.15565167803	11428.5894121896	14726.2782067774	9057.88589516176	41353.9091658069	5933.59173360188	9992.96375145086	8547.21114816292	2894.92452825455	27368.6911614702
"286"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 0.5, max = 4)"	"sample(c(2,3,4), families, replace = TRUE)"	7879.4893955204	17765.01862037	10005.1947609835	2937.37725433972	38587.0800312136	5740.54616709942	16190.1470236061	10002.7158715098	2931.9233605759	34865.3324227911
"287"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 0.5, max = 4)"	"rep(3, families)"	21136.6568832051	27289.6844567623	15981.9927816762	8936.66403621735	73344.9981578609	18384.053556262	26067.5999601556	15979.5138922025	8931.21014245352	69362.3775510736
"288"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 2, shape2 = 3)"	"rlnorm(families, meanlog = 1.5, sdlog = 0.2)"	"runif(1, min = 0.5, max = 4)"	"sample(c(2,3), families, replace = TRUE)"	12826.1630408406	22576.8685154933	18954.8755976906	9130.65656307396	63488.5637170984	10937.4106991191	21002.3143020539	18952.3967082169	9125.20266931013	60017.3243787001
"289"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"rnorm(1, mean = 3, sd = 0.2)"	"sample(c(1,2,3,4), families, replace = TRUE)"	1163.23077483074	1956.40220715554	7567.97568765912	8240.54096288713	18928.1496325325	1109.35158581863	1493.62814578751	2943.27075230147	3554.95477113171	9101.20525503932
"290"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"rnorm(1, mean = 3, sd = 0.2)"	"sample(c(2,3,4), families, replace = TRUE)"	9523.45121818049	5090.20254800505	3338.4918819911	4599.52625013607	22551.6718983127	3556.76414739499	2652.52628422485	3336.0129925174	4594.07235637225	14139.3757805095
"291"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"rnorm(1, mean = 3, sd = 0.2)"	"rep(3, families)"	21835.3379176879	9501.73348665214	3211.15360038966	7351.36464341024	41899.5896481399	16098.8158715329	7161.28768957356	3208.67471091596	7345.91074964642	33814.6890216689
"292"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"rnorm(1, mean = 3, sd = 0.2)"	"sample(c(2,3), families, replace = TRUE)"	11209.3477699046	6263.25249556666	4895.99840470815	4828.17688068255	27196.775550862	5584.90823606494	3751.52838176024	4893.51951523445	4822.72298691873	19052.6791199784
"293"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"rlnorm(1, meanlog = 1, sdlog = 0.3)"	"sample(c(1,2,3,4), families, replace = TRUE)"	1455.26156300808	2390.51993132964	8098.64235432578	7649.27531599315	19593.6991646567	1374.9340981339	1806.9851200927	2787.71913286827	2157.71341195376	8127.35176304863
"294"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"rlnorm(1, meanlog = 1, sdlog = 0.3)"	"sample(c(2,3,4), families, replace = TRUE)"	9285.3157502002	6222.86038754359	3238.57499040316	1782.40084144855	20529.1519695955	3585.65454148366	3735.31889041258	3236.09610092945	1776.94694768472	12334.0164805104
"295"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"rlnorm(1, meanlog = 1, sdlog = 0.3)"	"rep(3, families)"	22384.8810211362	11202.8795275541	3454.57870160424	5198.75546545602	42241.0947157505	16536.2764626659	8690.65541374766	3452.09981213053	5193.3015716922	33872.3332602363
"296"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"rlnorm(1, meanlog = 1, sdlog = 0.3)"	"sample(c(2,3), families, replace = TRUE)"	12181.2332378849	7945.54811696152	5664.86840020972	3747.11090683855	29538.7606618947	5859.29863015361	5433.3240031551	5662.38951073602	3741.65701307473	20696.6691571195
"297"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"3"	"sample(c(1,2,3,4), families, replace = TRUE)"	1469.83668616079	1920.44900841406	8154.20038401539	8961.02788488619	20505.5139634764	1444.73089616346	1493.04018039684	3303.79324442923	3941.53615833395	10183.1004793235
"298"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"3"	"sample(c(2,3,4), families, replace = TRUE)"	8939.28742507705	5189.28762928454	4049.19318653451	6130.92069198568	24308.6889328818	3269.48705379893	2651.88089880272	4046.71429706081	6125.46679822186	16093.5490478843
"299"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"3"	"rep(3, families)"	23117.1494940426	10505.2654740669	3515.47973624211	8811.64745518045	45949.542159532	17494.2099602029	8092.27182696213	3513.00084676841	8806.19356141663	37905.67619535
"300"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"3"	"sample(c(2,3), families, replace = TRUE)"	10837.8157502002	6096.115893574	5042.05216089349	4515.94241080866	26491.9262154763	4988.71119172996	3608.07439644299	5039.57327141978	4510.48851704484	18146.8473766376
"301"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.5, sdlog = 0.4)"	"sample(c(1,2,3,4), families, replace = TRUE)"	1028.08052852532	5420.41085948905	12169.1785666515	11116.0146901174	29733.6846447832	1020.30971389745	4769.83698165536	6360.27648779405	5149.38260859084	17299.8057919377
"302"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.5, sdlog = 0.4)"	"sample(c(2,3,4), families, replace = TRUE)"	9351.07929699823	10335.2726843448	7220.31869260739	6197.40095821641	33104.0716321669	3608.55725084326	7873.41380388924	7217.83980313368	6191.94706445259	24891.7579223188
"303"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.5, sdlog = 0.4)"	"rep(3, families)"	23508.945060545	19448.6973041666	11041.0303435296	16209.5625649422	70208.2352731834	17688.7013395132	16985.8384237109	11038.5514540559	16204.1086711784	61917.1998884584
"304"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.5, sdlog = 0.4)"	"sample(c(2,3), families, replace = TRUE)"	11899.5140260623	14736.904173595	15320.7008338579	15504.5580109955	57461.6770445107	6089.27030503045	12249.862676464	15318.2219443842	15500.0217958865	49157.3767217652
"305"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.7, sdlog = 0.4)"	"sample(c(1,2,3,4), families, replace = TRUE)"	1144.97092261399	3566.38477139257	9293.3596282799	8404.46985125705	22409.1851735435	1110.20503409449	3145.47594337534	4167.25028446522	2701.91401914666	11124.8452810817
"306"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.7, sdlog = 0.4)"	"sample(c(2,3,4), families, replace = TRUE)"	8261.34530685044	8153.31961669933	4000.78135567531	2187.83731972972	22603.2835989548	2742.48828532602	5716.14335291913	3998.30246620161	2183.30110462074	14640.2352090675
"307"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.7, sdlog = 0.4)"	"rep(3, families)"	20417.7590999539	15102.5702721791	5396.07375333613	7309.59023892636	48225.9933643955	15090.7062656216	12565.1635416973	5393.59486386242	7304.13634516254	40353.6010163439
"308"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"rlnorm(1, meanlog = 0.7, sdlog = 0.4)"	"sample(c(2,3), families, replace = TRUE)"	11430.9893955204	11454.5331720218	10458.6528131652	9274.91753925331	42619.0929199607	5658.60651192701	8967.49167489081	10456.1739236915	9270.38132414432	34352.6534346536
"309"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"runif(1, min = 1, max = 4)"	"sample(c(1,2,3,4), families, replace = TRUE)"	1219.22831177655	3003.08115314401	7789.10951581926	7444.84210721221	19456.261087952	1135.26661044917	2513.67232512679	2983.59070281879	2357.35038065997	8989.88001905472
"310"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"runif(1, min = 1, max = 4)"	"sample(c(2,3,4), families, replace = TRUE)"	9219.79974034798	6742.99672734432	2122.5840997149	1462.79831926265	19548.1788866699	3368.19518187775	4254.95523021331	2120.10521024119	1457.34442549883	11200.6000478311
"311"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"runif(1, min = 1, max = 4)"	"rep(3, families)"	22862.3465383775	13749.1329360491	3346.68711366002	4429.34385873019	44387.5104468168	17305.1286794147	11261.5914389181	3344.20822418631	4423.88996496637	36334.8183074854
"312"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"runif(1, min = 1, max = 4)"	"sample(c(2,3), families, replace = TRUE)"	9981.34161226916	8971.00905036477	6484.71163007927	4468.36697876756	29905.4292714808	4560.56710306001	6458.78493655835	6482.23274060557	4462.91308500373	21964.4978652277
"313"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"runif(1, min = 1, max = 3)"	"sample(c(1,2,3,4), families, replace = TRUE)"	1614.16673542187	4162.24227008161	9653.23389728575	9049.82937951487	24479.4722823041	1512.43163507972	3842.22895858248	4844.71508428528	3790.9260462368	13990.3017241843
"314"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"runif(1, min = 1, max = 3)"	"sample(c(2,3,4), families, replace = TRUE)"	9425.62732655488	7875.30899792639	5685.50222836987	4418.73830057979	27405.1768534309	3452.94025576937	5338.40226744456	5683.02333889616	4413.28440681597	18887.6502689261
"315"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"runif(1, min = 1, max = 3)"	"rep(3, families)"	21749.6962920721	16077.1860299138	7126.17316854081	10328.9515187022	55282.0070092289	15746.6483838482	13590.6445327828	7123.6942790671	10323.4976249383	46784.4848206364
"316"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"runif(1, min = 1, max = 3)"	"sample(c(2,3), families, replace = TRUE)"	11952.9820063578	11699.3201410832	11421.2606629178	10881.3377868012	45954.90059716	6061.51661044917	9161.91341060135	11418.7817734441	10875.8838930374	37518.095687532
"317"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"runif(1, min = 1.5, max = 4)"	"sample(c(1,2,3,4), families, replace = TRUE)"	1234.44259749084	2819.10081753834	7934.56633093397	7237.61079007068	19225.7205360338	1227.22843310927	2300.33553959978	2746.03143606216	1907.37817141195	8180.97358018316
"318"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"runif(1, min = 1.5, max = 4)"	"sample(c(2,3,4), families, replace = TRUE)"	10008.4696910869	5987.87035083672	2409.81486894567	1590.41532066387	19996.5702315332	4072.64345773981	3450.46362035489	2407.33597947196	1584.96142690004	11515.4044844667
"319"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"runif(1, min = 1.5, max = 4)"	"rep(3, families)"	23145.4721541411	11312.3504242505	3327.87109926505	5401.59444256952	43187.2881202261	17364.0892705477	8800.62631044404	3325.39220979135	5396.1405488057	34886.2483395888
"320"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"runif(1, min = 1.5, max = 4)"	"sample(c(2,3), families, replace = TRUE)"	11014.5719078357	7874.57472944186	5454.5640817212	3509.49647433038	27853.2071933291	5355.27153655755	5387.53323231085	5452.08519224749	3504.04258056656	19698.9325416824
"321"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"runif(1, min = 0.5, max = 4)"	"sample(c(1,2,3,4), families, replace = TRUE)"	1050.85639059429	3861.35658576068	10854.7912522115	9550.97335429301	25317.9775828595	991.389763158533	2968.33934138269	4410.44754042563	2884.44180989864	11254.6184548655
"322"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"runif(1, min = 0.5, max = 4)"	"sample(c(2,3,4), families, replace = TRUE)"	8745.33299157951	7211.94127375229	3953.80159859029	2645.48164481146	22556.5575087336	3405.7801572472	4723.89977662128	3951.32270911659	2640.02775104764	14721.0303940327
"323"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"runif(1, min = 0.5, max = 4)"	"rep(3, families)"	22756.6593462593	14354.7188039044	3413.03056845084	5991.28547479745	46515.694193412	16967.7764626659	11866.6773067734	3410.55167897713	5985.83158103363	38230.83702945
"324"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1.25, sdlog = 0.2)"	"runif(1, min = 0.5, max = 4)"	"sample(c(2,3), families, replace = TRUE)"	12455.7554053726	10532.5839061592	8437.27573264337	7539.00826788479	38964.62331206	6635.5116843408	8020.3597923528	8434.79684316967	7533.55437412097	30624.2226939842
"325"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1, sdlog = 0.4)"	"rnorm(1, mean = 3, sd = 0.2)"	"sample(c(1,2,3,4), families, replace = TRUE)"	3592.37116891941	1177.31725697201	8215.24952931454	7938.99460604453	20923.9325612505	3437.30601931617	733.130112226943	3578.04459395689	2923.66752218262	10672.1482476826
"326"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1, sdlog = 0.4)"	"rnorm(1, mean = 3, sd = 0.2)"	"sample(c(2,3,4), families, replace = TRUE)"	10511.5398881312	3392.865893574	3877.26853516249	4500.43003341492	22282.1043502826	4586.71365478415	1121.96794652165	3874.78964568879	4494.97613965109	14078.4473866457
"327"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1, sdlog = 0.4)"	"rnorm(1, mean = 3, sd = 0.2)"	"rep(3, families)"	16541.326833944	6833.14132619068	4032.73457204958	6296.7602529385	33703.9629851228	10456.0572508433	4630.79122916454	4030.25568257588	6291.30635917468	25408.4105217584
"328"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1, sdlog = 0.4)"	"rnorm(1, mean = 3, sd = 0.2)"	"sample(c(2,3), families, replace = TRUE)"	7874.52510980611	3636.34636027563	5184.73772094747	3890.72965975775	20586.338850787	1633.31217695164	1414.81364657409	5182.25883147376	3885.27576599393	12115.6604209934
"329"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1, sdlog = 0.4)"	"rlnorm(1, meanlog = 1, sdlog = 0.3)"	"sample(c(1,2,3,4), families, replace = TRUE)"	3565.52264675192	683.054409567709	7153.2914771328	6691.87480221454	18093.743335667	3233.87991094178	419.810631366954	2819.78874600368	2061.37093180429	8534.85022011671
"330"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1, sdlog = 0.4)"	"rlnorm(1, meanlog = 1, sdlog = 0.3)"	"sample(c(2,3,4), families, replace = TRUE)"	10970.3231393628	3203.29733038575	2142.93632643555	1338.40971580632	17654.9665119904	4965.77523113883	887.53414998258	2140.45743696184	1332.9558220425	9326.72264012575
"331"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1, sdlog = 0.4)"	"rlnorm(1, meanlog = 1, sdlog = 0.3)"	"rep(3, families)"	16483.0398881312	6883.08823232597	2999.96342944949	4146.00663313467	30512.0981830414	10196.9661178383	4611.69028527361	2997.48453997579	4140.55273937085	21946.6936824586
"332"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1, sdlog = 0.4)"	"rlnorm(1, meanlog = 1, sdlog = 0.3)"	"sample(c(2,3), families, replace = TRUE)"	7870.11624281104	4344.91085948905	6091.3320754234	3966.33486760455	22272.694045328	1711.62498483341	2076.0129124367	6088.8531859497	3960.88097384073	13837.3720570605
"333"	"runif(1, min = 0, max = 1)"	"3 * rbeta(1, shape1 = 1.5, shape2 = 2)"	"rlnorm(families, meanlog = 1, sdlog = 0.4)"	"3"	"sample(c(1,2,3,4), families, replace = TRUE)"	3937.57683394404	1338.86091192744	8435.80868361053	8207.30217260221	21919.5486020842	3828.34173360188	849.547783962654	3732.25264613863	3303.05741008547	11713.1995737886
